Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Software Engineer- Neurodiversity Hiring Program,2025-02-15,https://jobright.ai/jobs/info/67569c4f59107f169cfb8692?utm_source=1100&utm_campaign=Software Engineering,On Site,"Redmond, WA",Microsoft,10000+,"Artificial Intelligence (AI),Data Management",$82K-$175K /yr,"1. Bachelor's Degree (or currently pursuing a degree) in Computer Science or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python.
2. Eligible for the Neurodiversity Hiring Program.",not sure,
Jr. MarTech Solutions Architect,2025-02-15,https://jobright.ai/jobs/info/65e0b559fa0c7af108d2b306?utm_source=1100&utm_campaign=Software Engineering,On Site,"Harrisburg, PA",WebFX,101-250,"Advertising,Content Marketing",$46K-$48K /yr,"1. A Bachelor’s Degree
2. Successful FXers in this role have majored in Marketing, Business, Statistics, Mathematics, Business Analytics, Data Science, Management Information Technology, and beyond
3. GPA above 3.4",not sure,
Software Engineer - Production Platform,2025-02-15,https://jobright.ai/jobs/info/650783fd9c98294b183c5ae6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New York, NY",Datadog,5001-10000,"Analytics,Cloud Computing",$130K-$300K /yr,"1. Experienced in IAM concepts
2. Experienced in OAuth
3. Experienced in Golang
4. Experienced in Cloud Providers
5. Experienced in Kubernetes
...",not sure,
Siemens Graduate Program – Application Development Center (ADC) Software Engineer,2025-02-15,https://jobright.ai/jobs/info/67aed4bb7693dd1ca6b00676?utm_source=1100&utm_campaign=Software Engineering,On Site,"Homestead, PA",Siemens,10000+,"Artificial Intelligence (AI),Consulting",$100K-$135K /yr,"1. Master’s, Doctoral Degree or equivalent in Computer Science, Software Engineering or related field combined with significant practical work experience and knowledge from internships, working student activities, etc.
2. Minimum of 4 months of international experience gained through studying, working, etc.
3. Flexibility and mobility within the program duration.
4. Proficiency in at least one programming language, preferably more, including C or C++.
5. Possessing strong analytical and problem-solving skills, with attention to detail.
...",no,
Software Engineer - NetSuite,2025-02-15,https://jobright.ai/jobs/info/676b9c1c8cc1af8798499b39?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,NetSuite,10000+,"Cloud Computing,Computer",$62K-$158K /yr,"1. Have a Bachelor’s or Master’s degree in Computer Science, Computer Engineering, or an equivalent science/engineering field by August 2025.
2. Are strongly proficient (i.e., able to complete coding projects with no assistance) in at least one of the following programming languages: Java, Python, SQL, JavaScript
3. Have completed coursework, projects, internships, and or research in three or more of the following: Algorithms, Database Design, Object-Oriented Programming/Design, Mobile/Web Development, Networking
4. Have completed at least one internship, research assistantship, teaching assistantship, or equivalent practical experience working in the relevant technical areas noted above.
5. Reside in the United States and/or attend a university in the US.
...",not sure,
Software Engineer I-III,2025-02-15,https://jobright.ai/jobs/info/674a7930fd9038520cf1d3cc?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Oakland, CA",Everlaw,251-500,"Cloud Computing,Document Management",$125K-$165K /yr,"1. You have a BS or MS in Computer Science, Computer Engineering, Electrical Engineering, Data Science, Computer Information Systems or equivalent coursework.
2. You are authorized to work in the United States. Please note that currently, Everlaw is not sponsoring employment visas.
3. For SWE I: You have good knowledge of algorithms and fundamental computer science concepts.
4. For SWE I: You have experience and proficiency in coding in a dominant language such as C++, Java, Python, or Javascript.
5. For SWE I: You have some experience building small software projects as part of class assignments or summer internships.
...",no,
TIS Application Engineer,2025-02-15,https://jobright.ai/jobs/info/67aac4c1de22f532c8757fbe?utm_source=1100&utm_campaign=Software Engineering,On Site,"Rocky Hill, CT",Henkel,10000+,"Beauty,Cleaning Products",$55K-$80K /yr,"1. 1-year minimum experience within Call or Contact Center, Customer Service, Technical Service, Lab testing environment, or related field.
2. Experience in troubleshooting and recommending product, application and process related solutions.
3. Outstanding customer related communications and interpersonal skills.
4. Strong ability to communicate articulately & succinctly both verbally & written.
5. Digitally savvy and experience using Windows applications.
...",not sure,
Security Software Engineer - 2025 Grad,2025-02-15,https://jobright.ai/jobs/info/67906dbd46a2733b4cbe4e1d?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Cambridge, MA
New York, NY",S&P Global,10000+,"Analytics,Business Intelligence",$120K-$140K /yr,"1. At least one core expertise, such as distributed computing or deep knowledge of one of the technologies we use
2. Practical understanding of algorithms, data structures, and design patterns
3. Personal projects, open source contributions, or a portfolio of work
4. Versatility and adaptability to contribute across various teams and/or suite of products
5. Effective coding, documentation, and communication habits",not sure,
Software Engineer II,2025-02-15,https://jobright.ai/jobs/info/671323e317ec9f37c20139f9?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",Cadence,5001-10000,"Aerospace,Electronic Design Automation (EDA)",$98K-$182K /yr,"1. Highly technical engineer with excellent problem solving skills
2. C/C++ software development experience in Linux environment
3. Strong understanding and extensive usage of data structures and algorithms
4. Great communication skills and a strong desire for working with customers
5. MS (Ph.D. track a plus) in Electrical Engineering, Computer Science",not sure,
SAP IWM/EWM Functional Analyst,2025-02-15,https://jobright.ai/jobs/info/6792980bba0ace9b52651760?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"St Louis, MO",Accenture Federal Services,10000+,"Consulting,Finance",$84900-$221100 /yr,"1. 1+ years of SAP business analysis experience supporting one or more of the following modules: IM (Inventory Management), WM (Warehouse Management), or EWM (Enterprise Warehouse Management)
2. 1+ years of hands-on functional configuration with IM/WM/EWM
3. Strong verbal and written communication skills
4. US Citizen (no dual citizenship)
5. Must reside in St. Louis area and be able to work in office 3 times per week",no,
Engineering Manager - Search,2025-02-15,https://jobright.ai/jobs/info/67812a50fffe27ae864b3243?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Eventbrite,501-1000,"Association,Event Management",$157800-$283900 /yr,"1. 1+ years experience in engineering leadership and people management
2. Demonstrated ability to grow and lead high-functioning and diverse engineering teams
3. You’re a polyglot with a solid technical background and the ability to contribute to software design and architectural discussions as a player coach.
4. Experience building early-stage consumer products, applying concepts like experimentation, rapid prototyping, and user research in engineering
5. Experience working with a highly collaborative remote-first environment, driving a team that ships code to production often.
...",not sure,
"Software Engineer, Android (Bank Tech)",2025-02-15,https://jobright.ai/jobs/info/67946ab0d0f6222744999a86?utm_source=1100&utm_campaign=Software Engineering,On Site,"Wilmington, DE",Capital One,10000+,"Banking,Credit Cards",$120900-$138000 /yr,"1. Bachelor’s Degree
2. At least 1.5 years of professional software engineering experience (Internship experience does not apply)
3. At least 1 year of experience building Android applications
4. At least 1 year of experience with Kotlin",no,
Quality Assurance Specialist I,2025-02-15,https://jobright.ai/jobs/info/67946d2780ca9db615cdadf9?utm_source=1100&utm_campaign=Software Engineering,On Site,"Camarillo, CA",Curia,1001-5000,"Biotechnology,Health Care",$56K-$69K /yr,1. Bachelor’s degree or higher in a relevant field,not sure,
10769 - Software Engineer I – Digital Platforms,2025-02-15,https://jobright.ai/jobs/info/6792815fa84e7afe36b4aec7?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fountain Valley, CA",Hyundai AutoEver America,251-500,Automotive,$69K-$90K /yr,"1. Bachelor’s degree in Computer Science, Software Engineering, or a related field.
2. Familiarity with web application development and database management.
3. Eagerness to learn and strong collaboration skills.",not sure,
Software Engineer,2025-02-15,https://jobright.ai/jobs/info/6737f3c1479cdbdfd558a8ca?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New York, United States",Macquarie Group,10000+,"Banking,Finance",$72K-$110K /yr,"1. Fixed Income and Currency markets knowledge
2. Proactive attitude
3. Strong communication skills
4. Collaborative
5. Python mandatory",not sure,
Supply Chain SAP Analyst,2025-02-15,https://jobright.ai/jobs/info/67118820525cc5380b1609fa?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"St Louis, MO",Edgewell Personal Care,5001-10000,"Consumer Goods,Health Care",$64K-$96K /yr,"1. Bachelor’s degree in IT, Logistics, Supply Chain or equivalent work experience
2. 1-2+ years of SAP Sales & Distribution experience required
3. Ability to understand the Order to Cash process flow and multiple integration points
4. Analytical capabilities and process understanding
5. Knowledge of SD integration with other modules (MM, FI)
...",not sure,
eCommerce Quality Assurance Site Analyst,2025-02-14,https://jobright.ai/jobs/info/67b16153f332ff18f3da63be?utm_source=1100&utm_campaign=Software Engineering,On Site,"Mattoon, IL",Rural King,10000+,"Agriculture,E-Commerce",$50K-$66K /yr,"1. At least 1-3 years of experience in Quality Assurance (QA), testing, or a related field, with a preferred focus on web or e-commerce platforms.
2. Experience with bug tracking tools (e.g., Jira) and version control systems.
3. Familiarity with cross-browser and device compatibility testing, as well as accessibility testing (WCAG standards).
4. Strong attention to detail, with a proven ability to review and analyze information for accuracy and consistency.
5. Excellent problem-solving skills and a solution-oriented mindset to address challenges efficiently.
...",not sure,
SAP Analyst,2025-02-14,https://jobright.ai/jobs/info/67afd917f3876854d0f0ca8e?utm_source=1100&utm_campaign=Software Engineering,Hybrid,United States,Sun Chemical,5001-10000,"Chemical,Cosmetics",$90K-$95K /yr,"1. Bachelor's degree and 1-2 years of experience in label printing or a related field.
2. Strong troubleshooting, logical thinking, programming, and scripting skills.
3. Proven project management abilities to handle multiple projects concurrently.
4. Excellent communication and interpersonal skills to collaborate with stakeholders at all levels.
5. Leadership skills including initiative, cross-cultural awareness, and relationship management.
...",not sure,
IT Assurance Associate I,2025-02-14,https://jobright.ai/jobs/info/67afd01aa5847141837c8803?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Jose, CA",BPM LLP,1001-5000,"Accounting,Advice",$80000-$80000 /yr,"1. Strong written and verbal communication skills
2. Interest in a career in public accounting
3. A minimum GPA of 3.0 in a BS/BA/MSA/MST/Certificate Program in Accounting IS, Accounting, Business Administration, English, Philosophy
4. Positive, enthusiastic energy
5. The people skills to work with individuals in and out of the organization
...",not sure,
Applications Configuration Specialist,2025-02-14,https://jobright.ai/jobs/info/67afc52f805d2bb2d69bfb46?utm_source=1100&utm_campaign=Software Engineering,Remote,Remote - US,Risk Strategies Company,1001-5000,"Consulting,Finance",$70000-$90000 /yr,"1. 1-3 years of experience in a similar role configuring enterprise applications
2. Associate’s or Bachelor’s degree in Information Systems, Business Administration, or a related field, or equivalent experience
3. Familiarity with configuration management, workflows, and basic system administration",not sure,
"Software Engineer, iOS",2025-02-14,https://jobright.ai/jobs/info/67afb3ae2ee21a261f100cae?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"West Hollywood, California",Match,1001-5000,"Information Technology,Internet",$130000-$130000 /yr,"1. 1 - 3 years of experience building consumer-facing applications with native iOS
2. Full life cycle experience building applications in Swift
3. Proficient in Swift concepts (structs, optionals, generics etc.)
4. Experience building user-facing features with autolayout
5. Familiar with popular architecture patterns such as MVVM / Clean and their uses
...",not sure,
Software Engineer II (Point of Sales),2025-02-14,https://jobright.ai/jobs/info/67acfc48a774cc88c5ab5191?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Miami, FL
Minneapolis, MN
San Jose, CA
Boise, ID
Boulder, CO
Raleigh, NC
Washington, DC
Cleveland, OH
St Louis, MO",Affirm,1001-5000,"Financial Services,FinTech",$160000-$210000 /yr,"1. 1.5+ years of experience as a software engineer.
2. Experience designing, developing and launching backend systems.
3. Proficient in one of Python or Kotlin.
4. Familiar with the building blocks of distributed systems, and the technologies like AWS, MySQL and Kubernetes.
5. Mastered taking a simple problem or business scenario into a solution that interacts with multiple software components, and executing on it by writing clear, easily understood, well tested and extensible code.
...",not sure,
Full Stack Developer,2025-02-14,https://jobright.ai/jobs/info/67afbd1fc9e7043f19ac8dd3?utm_source=1100&utm_campaign=Software Engineering,On Site,"Hanover, NH","Science and Technology Associates, Inc.",51-100,"Risk Management,Technical Support",$70K-$90K /yr,"1. Bachelor’s degree in computer science or a related field
2. 3+ years’ experience with coding in Python
3. 1 to 5 years’ experience as a Full Stack Developer, or related coursework, working in Python, JavaScript, and React
4. Experience with relational databases (Oracle) and web servers (Apache)
5. Excellent communication skills in English and the ability multitask, prioritize, and complete work within schedule.
...",no,
Test Engineer I,2025-02-14,https://jobright.ai/jobs/info/67af7bbf657fe95dadb439bd?utm_source=1100&utm_campaign=Software Engineering,On Site,"Lone Tree, CO",Sierra Nevada Corporation,1001-5000,"Aerospace,Cyber Security",$71338.47-$98090.40 /yr,"1. Bachelor's of Science degree in Engineering or other related discipline and typically 0-2 or more years of experience
2. Conceptual knowledge of engineering principles and practices
3. Familiarity working in multi-disciplinary design and development teams
4. Knowledge of requirements management, system design, and systems integration
5. Exposure to planning, conducting and documenting Verification and Validation (V&V) activities
...",no,yes
Application Systems Analyst,2025-02-14,https://jobright.ai/jobs/info/67af42f966c7005619069320?utm_source=1100&utm_campaign=Software Engineering,On Site,"Elizabeth City, NC",JPI,101-250,"Consulting,Information Technology",$40K-$50K /yr,"1. Minimum of one (1) year of experience in software engineering, including the design, coding, testing, and documentation of computer programs.
2. Proficiency in SQL and performance tuning
3. Minimum of 1-2 years of experience in MS SQL /SQL Server 2012
4. Experienced in principles, or practices, or procedures used in phases of life cycle applications and systems development, or engineering, or programming, or analysis.
5. Proficiency in Agile methodologies using latest development tools
...",not sure,
Software Engineer,2025-02-14,https://jobright.ai/jobs/info/6772f947348a012a1727f72e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Phoenix, AZ",SkillStorm,501-1000,Consulting,$52K-$74K /yr,"1. Must possess a Bachelor's degree
2. 1-3 Years of previous paid W2 experience required (does not have to be IT or tech related) AND 1 year of paid W2 TECHNICAL experience
3. Must be open to relocation to Lake Mary, FL
4. Possess a strong understanding of programming principles, data structures, algorithms, databases, and SQL, enabling the development of software solutions.
5. Experience with software development and programming using Java, C#, or similar object-oriented programming language.
...",no,
"Software Developer, 2025 Leadership Development Program, Uniondale",2025-02-13,https://jobright.ai/jobs/info/67b8c62a376337f33e3c1376?utm_source=1100&utm_campaign=Software Engineering,On Site,"Uniondale, NY",ION,1001-5000,"Accounting,Asset Management",$75K-$82K /yr,"1. 2025 graduation.
2. 3.3 GPA or above (transcript required).
3. Bachelor’s, or Master’s, in Computer Science or related STEM majors, such as Data Science, or Quantitative Finance, with experience in hands-on programming required.
4. Authorization to work in selected country without restriction or need for sponsorship.
5. Demonstrated interest in finance and/or technology, ideally including work experience.
...",no,
Technical Platform Operations Specialist,2025-02-13,https://jobright.ai/jobs/info/67aebf1f246ca05dc1d63ef0?utm_source=1100&utm_campaign=Software Engineering,On Site,"Irvine, CA",Viant Technology,501-1000,"Advertising,Consulting",$56K-$70K /yr,"1. Serve as a crucial link between both internal and external teams, as well as the Product/Engineering teams
2. Guarantee the smooth functioning of our products including a Demand
3. Orchestrate collaborative efforts among various internal departments
4. Instruct others in the effective optimization of campaigns
5. Leverage data to inform decision-making, especially in partnership with Programmatic Campaign Managers
...",not sure,
Forward Deployed Engineer,2025-02-13,https://jobright.ai/jobs/info/67aec22474a2d021f4e0bffa?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New York, NY",Baseten,101-250,"Artificial Intelligence (AI),Developer Tools",$130K-$200K /yr,"1. Bachelor's, Master's, or Ph.D. degree in Computer Science, Engineering, Mathematics, or related field.
2. 1+ years of professional work experience in a fast-paced, high-growth environment.
3. Demonstrated experience with one or more general-purpose programming languages in a production-level environment, with a strong preference for Python.
4. Familiarity with AI/ML pipelines and the lifecycle of ML model development and deployment.
5. Strong communication skills, particularly on complex technical topics.",not sure,
"Analyst, Implementation - File Tester",2025-02-13,https://jobright.ai/jobs/info/67ae8965daf9fb9eb02ce645?utm_source=1100&utm_campaign=Software Engineering,On Site,"Milwaukee, WI","HSA Bank, a division of Webster Bank, N.A.",251-500,,$50K-$58K /yr,"1. At least 1-year previous file testing experience.
2. Excellent interpersonal, negotiation, and relationship-building skills.
3. Exceptional verbal and written communication skills.
4. Strong problem-solving skills.
5. Comfortable with advocating for employers internally.
...",not sure,
Junior Infrastructure Engineer,2025-02-13,https://jobright.ai/jobs/info/67ae7fb9b4f1f53b5bfb6795?utm_source=1100&utm_campaign=Software Engineering,Hybrid,NYC Metro Area,SecurityScorecard,501-1000,"Cyber Security,Risk Management",$75K-$90K /yr,"1. 1+ year of experience in a front-line IT support role, including troubleshooting Windows and MacOS devices
2. Understanding of integrating SAAS applications
3. Familiar with programming languages (Python, BASH, Powershell, Javascript)
4. Working knowledge of computer systems, security, network and systems administration, databases and data storage systems
5. Capable of administering a remote macOS(80%), Windows OS(15%) and Linux(5%) workforce
...",no,
Technical Platform Operations Specialist,2025-02-13,https://jobright.ai/jobs/info/67ae74ce215a3fe538c8bfae?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Irvine, CA",Viant Technology,501-1000,"Advertising,Consulting",$55600-$69500 /yr,1. Bachelor’s Degree is required,not sure,
Entry Level Software Developer,2025-02-13,https://jobright.ai/jobs/info/677d7143dfc54cc454a682e9?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Philadelphia, PA
Los Angeles, CA
San Diego, CA
San Francisco, CA
Miami, FL
Las Vegas, NV",SkillStorm,501-1000,Consulting,$52K-$74K /yr,"1. Must possess a Bachelor's degree
2. 1-3 Years of previous paid W2 experience required (does not have to be IT or tech related) AND 1 year of paid W2 TECHNICAL experience
3. Must be open to relocation to Lake Mary, FL or Gilbert, AZ
4. Possess a strong understanding of programming principles, data structures, algorithms, databases, and SQL, enabling the development of software solutions.
5. Experience with software development and programming using Java, C#, or similar object-oriented programming language.
...",no,
Quality Assurance Analyst I,2025-02-13,https://jobright.ai/jobs/info/67ae6e3bf2925bf8cac354d3?utm_source=1100&utm_campaign=Software Engineering,On Site,"Getzville, NY",M&T Bank,251-500,"Banking,Consulting",$18.57-$30.95 /hr,"1. Associates' degree and a minimum of 1 years' work experience in the area supported, or in lieu of a degree a combined minimum of 3 years' higher education and/or work experience, including a minimum of 1 years' work experience in the area supported
2. Proven analytical skills
3. Proven verbal and written communication skills
4. Prior experience with pertinent spreadsheet, word processing, database and presentation software
5. Detail-oriented",not sure,
Software Engineer,2025-02-13,https://jobright.ai/jobs/info/67647e57ec1fcc51a6b7c7f0?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Chicago, IL",TAG - The Aspen Group,10000+,"Cosmetics,Dental",$105K-$125K /yr,"1. 1-3 years of experience in full stack development with a solid foundation in React, Angular, and TypeScript (Flutter is a bonus).
2. Proficient in testing tools such as Jest and Cypress.
3. Strong understanding of enterprise architectural design principles.
4. Familiarity with code versioning tools like GitHub.
5. Experienced in using JIRA for task management and agile project tracking.",not sure,
"Software Developer, 2025 Leadership Development Program, Uniondale",2025-02-13,https://jobright.ai/jobs/info/67ae630f10b15bc12cb0f722?utm_source=1100&utm_campaign=Software Engineering,On Site,"Uniondale, New York",ION,1001-5000,"Accounting,Asset Management",$75000-$82000 /yr,"1. 2025 graduation.
2. 3.3 GPA or above (transcript required).
3. Bachelor’s, or Master’s, in Computer Science or related STEM majors, such as Data Science, or Quantitative Finance, with experience in hands-on programming required.
4. Authorization to work in selected country without restriction or need for sponsorship.
5. Demonstrated interest in finance and/or technology, ideally including work experience.
...",no,
Application Systems Analyst,2025-02-13,https://jobright.ai/jobs/info/67ae4028ad6fdca1e7625ac0?utm_source=1100&utm_campaign=Software Engineering,On Site,"ELIZABETH CITY, NC, USA",JPI,101-250,"Consulting,Information Technology",$40000-$50000 /yr,"1. Minimum of one (1) year of experience in software engineering, including the design, coding, testing, and documentation of computer programs.
2. Proficiency in SQL and performance tuning
3. Minimum of 1-2 years of experience in MS SQL /SQL Server 2012
4. Experienced in principles, or practices, or procedures used in phases of life cycle applications and systems development, or engineering, or programming, or analysis.
5. Proficiency in Agile methodologies using latest development tools
...",not sure,
Software Engineer I,2025-02-13,https://jobright.ai/jobs/info/67ae4510432d1a7e9439de9c?utm_source=1100&utm_campaign=Software Engineering,On Site,"Any location, United States","Coalition, Inc.",501-1000,"Cyber Security,Information Technology",$93000-$138000 /yr,"1. 0-2+ years of blended internship and/or professional development experience
2. Computer Science or Engineering degree - related technical discipline or equivalent work experience
3. API and service development in Go or a similar language.
4. Production tested cloud native development principles
5. Analyzing software errors with tools like Sentry, DataDog, Jaeger/Zipkin, GreyLog or App Dynamics
...",not sure,yes
Software Engineer I,2025-02-13,https://jobright.ai/jobs/info/67c2d347d1539d520521eba6?utm_source=1100&utm_campaign=Software Engineering,On Site,"Lone Tree, CO",Sierra Nevada Corporation,1001-5000,"Aerospace,Cyber Security",$82039.23-$112803.95 /yr,"1. Bachelor's of Science degree in Computer Science, Software Engineering or other related discipline and typically 0-2 years of relevant experience
2. Basic knowledge of Computer Aided Engineering tools
3. Conceptual understanding of engineering principles and practices
4. Familiarity working in multi-disciplinary teams
5. C++ and Java experience
...",no,yes
Software Engineer,2025-02-13,https://jobright.ai/jobs/info/67ae2cc20a427d8a90928484?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Diego, CA",Accenture Federal Services,10000+,"Consulting,Finance",$93400-$176200 /yr,1. Experience using Linux OS,no,
Application System Analyst,2025-02-13,https://jobright.ai/jobs/info/67ae2467cdcbfa5eb50c6b9d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Elizabeth City, NC",JPI,101-250,"Consulting,Information Technology",$40K-$50K /yr,"1. Minimum of one (1) year of experience in software engineering, including the design, coding, testing, and documentation of computer programs.
2. Proficiency in SQL and performance tuning
3. Minimum of 1-2 years of experience in MS SQL /SQL Server 2012
4. Experienced in principles, or practices, or procedures used in phases of life cycle applications and systems development, or engineering, or programming, or analysis.
5. Proficiency in Agile methodologies using latest development tools
...",not sure,
Computer Programmer / Operator (4305-20),2025-02-13,https://jobright.ai/jobs/info/67c9cc529e1ea455e6a9b01e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Cincinnati, OH","Hamilton County, Ohio",501-1000,"Government,Non Profit",$25-$42 /hr,"1. Must demonstrate completion of core program requirements for associate degree in computer science or equivalent work experience.
2. Qualified candidate will have strong knowledge and experience with networking such as LAN/ WAN managed switches, Ethernet and TCP/IP networking protocols.
3. Excellent communication skills both verbal and written.
4. Consistent and dependable analytical skills.
5. Reliable attendance (on site).",not sure,
"C++ Software Engineer, Early in Career (March 2025 start date)",2025-02-13,https://jobright.ai/jobs/info/67adeea6b599f3871032bce6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Hybrid Remote, Colorado",Splunk,5001-10000,"Analytics,Information Technology",$119200-$163900 /yr,"1. A Bachelor's or Master's in Computer Science, Software Engineering, Computer Engineering, Electrical Engineering, Mathematics or a related technical field.
2. Experience with C++ is required.",not sure,
Software Engineer (Frontend) - Early in Career (April 2025 start date),2025-02-13,https://jobright.ai/jobs/info/67c93fe289b11691c8720dd2?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Hybrid Remote, Colorado",Splunk,5001-10000,"Analytics,Information Technology",$119200-$163900 /yr,"1. A Bachelor's or Master's in Computer Science, Software Engineering, Computer Engineering, Electrical Engineering, Mathematics or a related technical field, and a strong record of academic achievement.
2. Candidates must graduate in or before March 2025 and be available to start in April 2025.",no,
"Software Engineer, C++ (North Carolina)",2025-02-13,https://jobright.ai/jobs/info/67adeea6b599f3871032bc9f?utm_source=1100&utm_campaign=Software Engineering,Remote,"Remote, North Carolina",Splunk,5001-10000,"Analytics,Information Technology",$117120-$161040 /yr,"1. Solid understanding of C++ with the willingness to develop proficiency; ability to quickly learn new languages like Go, Python
2. Strong fundamentals in software engineering: data structures and algorithms
3. Strong debugging and troubleshooting skills including the use of associated tools
4. Knowledge of test automation frameworks, CI/CD systems
5. Ability to document your work for the benefit of the team
...",not sure,
Content Developer Full Time,2025-02-12,https://jobright.ai/jobs/info/67ad796906c1d906714c9281?utm_source=1100&utm_campaign=Software Engineering,On Site,"Blacksburg, VA",Ozmo,51-100,"Cloud Computing,Enterprise Software",$15.50-$15.50 /hr,"1. Motivated, detail-oriented
2. Passionate about technology
3. Clear and concise communication skills
4. Ability to focus in an open office environment
5. Desire to better yourself and the team around you
...",no,
iOS & React Native Developer,2025-02-12,https://jobright.ai/jobs/info/67ad553a50f993300b1678f4?utm_source=1100&utm_campaign=Software Engineering,On Site,"East Windsor, NJ",BeaconFire Solution Inc.,101-250,"Business Intelligence,Information Technology",$65K-$80K /yr,"1. Experience in iOS development using Swift.
2. Experience in React Native development using JavaScript or TypeScript.
3. Strong understanding of iOS development framework, such UIKit and SwiftUI.
4. Proficient in Swift programming language and experience with Xcode IDE.
5. Decent understanding of the software development/testing life cycle.
...",yes,yes
"Software Engineer I, Services Engineering",2025-02-12,https://jobright.ai/jobs/info/67ad598efc002b30d6845c26?utm_source=1100&utm_campaign=Software Engineering,On Site,"Reno, NV",Bombora,101-250,"B2B,Marketing",$90K-$100K /yr,"1. Development experience in C#/.NET Core
2. Experience working with SQL with an understanding of basic database design
3. Understanding of SOLID principles and design patterns
4. Excellent communication and collaboration skills
5. Experience working with git
...",not sure,
Junior IT Solutions Developer,2025-02-12,https://jobright.ai/jobs/info/67ae0c08536b4a01fe2fb025?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,"Cape Henry Associates, Acquired by JANUS Research Group",101-250,"Artificial Intelligence (AI),Augmented Reality",$50000-$50000 /yr,"1. Bachelor’s degree in Computer Science, Information Technology, or a related field (or relevant coursework/experience).
2. Familiarity with one or more programming languages such as Python, Java, C#, or JavaScript.
3. Basic understanding of databases (SQL/NoSQL) and web technologies.
4. Willingness to learn software development methodologies (Agile, Scrum, etc.).
5. Strong problem-solving and analytical skills.
...",not sure,
Programmer Analyst - Marketing Analytics,2025-02-12,https://jobright.ai/jobs/info/67ad4be91018ac8dcaa4bacc?utm_source=1100&utm_campaign=Software Engineering,On Site,"Germantown, MD",DataLab USA,101-250,"Advertising,Marketing",$65000-$75000 /yr,"1. Bachelor’s degree in Computer Science, Applied Math, Statistics, Data Science, Marketing Analytics or similar field required
2. Ability to learn SQL, Tableau, automation scheduling software
3. Familiar with Microsoft Outlook, Word and Excel
4. Strong attention to detail
5. Ability to communicate clearly
...",no,
"Software Engineer, New Grad (2025 Start)",2025-02-12,https://jobright.ai/jobs/info/67ad582036dcb32baf37301d?utm_source=1100&utm_campaign=Software Engineering,On Site,San Francisco,Zip,251-500,"Compliance,Enterprise Resource Planning (ERP)",$135000-$140000 /yr,"1. Pursuing a BS or MS in Computer Science or related technical field involving coding (e.g. physics or math), with a graduation date between December 2024 - June 2025
2. Experience with web applications and API development. At Zip, our stack includes Python, Javascript/TypeScript, React, and GraphQL
3. Ability and interest to quickly learn new frameworks, architecture patterns, and programming languages as needed
4. Fantastic written and verbal communication skills
5. Prior internships in high-growth startup environment",not sure,yes
"Analyst, Implementation - File Tester",2025-02-12,https://jobright.ai/jobs/info/67ad2f169ecda30467f167ac?utm_source=1100&utm_campaign=Software Engineering,On Site,WI Milwaukee,Webster Bank,1001-5000,Banking,$50000-$58000 /yr,"1. At least 1-year previous file testing experience.
2. Excellent interpersonal, negotiation, and relationship-building skills.
3. Exceptional verbal and written communication skills.
4. Strong problem-solving skills.
5. Comfortable with advocating for employers internally.
...",not sure,
Java Software Engineer,2025-02-12,https://jobright.ai/jobs/info/67ad18d86d3232459b3eccc6?utm_source=1100&utm_campaign=Software Engineering,On Site,"East Windsor, NJ",BeaconFire Solution Inc.,101-250,"Business Intelligence,Information Technology",$65K-$80K /yr,"1. Experience in programming language JavaScript or similar (e.g. Java, Python, C, C++, C#)
2. An understanding of the software development life cycle
3. Basic programming skills using object-oriented programming (OOP) languages with in-depth knowledge of common APIs and data structures like Collections, Maps, lists, Sets etc.
4. Knowledge of relational databases (e.g. SQL Server, Oracle)
5. Basic SQL query language skills",yes,yes
